"DATE_TIME" "LONGITUDE" "LATITUDE" "GEOHASH" "MINIMUM_SPEED" "MAXIMUM_SPEED" "AVERAGE_SPEED" "NUMBER_OF_VEHICLES"
"2021-03-03 19:00:00" 28.7017822265625 40.9927368164062 "sxk3jn" 2 92 28 282
"2021-03-04 08:00:00" 28.8775634765625 41.1026000976562 "sxk9c4" 7 58 31 56
"2021-03-04 19:00:00" 29.2071533203125 41.0147094726562 "sxkc2d" 1 99 34 352
"2021-03-03 13:00:00" 28.8775634765625 41.0641479492188 "sxk995" 10 116 65 85
"2021-03-03 16:00:00" 29.3609619140625 40.8224487304688 "sxkbhp" 6 115 75 261
"2021-03-04 17:00:00" 28.8446044921875 41.0861206054688 "sxk98r" 35 83 67 54
"2021-03-04 20:00:00" 28.8006591796875 41.0256958007812 "sxk3rk" 2 49 18 65
"2021-03-02 03:00:00" 28.8775634765625 41.1795043945312 "sxkd30" 28 114 81 40
"2021-03-04 06:00:00" 29.3060302734375 40.9378051757812 "sxkbfu" 4 87 54 110
"2021-03-02 15:00:00" 28.7896728515625 41.0641479492188 "sxk3x5" 2 94 37 714
"2021-03-04 16:00:00" 29.2071533203125 40.9268188476562 "sxkbbd" 12 118 67 175
"2021-03-03 21:00:00" 29.3280029296875 40.8334350585938 "sxkb73" 5 135 73 178
"2021-03-02 05:00:00" 28.9434814453125 41.1190795898438 "sxk9ft" 28 92 65 149
"2021-03-01 06:00:00" 29.0533447265625 41.1026000976562 "sxk9v4" 6 73 43 14
"2021-03-04 00:00:00" 28.8775634765625 41.0311889648438 "sxk93j" 6 58 26 14
"2021-03-01 14:00:00" 28.9324951171875 41.0641479492188 "sxk9d7" 3 58 21 32
"2021-03-01 21:00:00" 28.4490966796875 41.0311889648438 "sxk1rm" 3 103 62 41
"2021-03-04 02:00:00" 28.8995361328125 41.0806274414062 "sxk99w" 6 63 29 11
"2021-03-01 20:00:00" 29.2401123046875 40.9762573242188 "sxkc17" 2 127 64 371
"2021-03-01 17:00:00" 29.0863037109375 41.0696411132812 "sxk9tu" 6 56 28 24
"2021-03-04 16:00:00" 28.9544677734375 41.1026000976562 "sxk9ff" 4 95 42 262
"2021-03-02 21:00:00" 28.2293701171875 41.1245727539062 "sxk1fq" 43 151 85 70
"2021-03-04 21:00:00" 28.8336181640625 41.0256958007812 "sxk92h" 1 53 21 98
"2021-03-02 16:00:00" 28.9654541015625 41.0641479492188 "sxk9e5" 2 92 31 216
"2021-03-03 22:00:00" 28.0316162109375 41.0861206054688 "sx7ctz" 60 134 82 21
"2021-03-03 01:00:00" 28.3941650390625 41.0696411132812 "sxk1wh" 65 136 85 35
"2021-03-02 09:00:00" 29.1961669921875 40.9982299804688 "sxkc0r" 2 57 25 83
"2021-03-02 10:00:00" 28.9215087890625 41.1465454101562 "sxkd44" 7 70 32 76
"2021-03-01 13:00:00" 29.1961669921875 41.0421752929688 "sxkc2r" 66 129 94 29
"2021-03-04 20:00:00" 28.8555908203125 41.0037231445312 "sxk928" 2 42 15 64
"2021-03-04 13:00:00" 28.8116455078125 41.0421752929688 "sxk3rx" 2 90 22 626
"2021-03-03 09:00:00" 28.2733154296875 41.0696411132812 "sxk1ek" 23 116 70 68
"2021-03-01 18:00:00" 28.8226318359375 41.1849975585938 "sxk6rc" 58 149 98 132
"2021-03-03 03:00:00" 28.2952880859375 41.1410522460938 "sxk45c" 60 100 81 18
"2021-03-02 14:00:00" 29.0972900390625 41.0861206054688 "sxk9wp" 6 104 45 282
"2021-03-03 13:00:00" 28.9764404296875 41.0366821289062 "sxk97q" 2 59 23 182
"2021-03-04 20:00:00" 29.3060302734375 40.8444213867188 "sxkb6g" 16 131 78 183
"2021-03-02 19:00:00" 28.2293701171875 41.1300659179688 "sxk1fr" 55 129 86 30
"2021-03-04 22:00:00" 28.9215087890625 41.0311889648438 "sxk96j" 6 127 64 230
"2021-03-04 05:00:00" 29.1851806640625 41.0202026367188 "sxkc25" 28 119 71 79
"2021-03-02 01:00:00" 29.2950439453125 40.9158325195312 "sxkbf8" 9 64 31 35
"2021-03-02 02:00:00" 28.8006591796875 41.0037231445312 "sxk3r2" 6 50 23 14
"2021-03-03 22:00:00" 29.0533447265625 41.2289428710938 "sxkdt1" 32 134 82 164
"2021-03-03 13:00:00" 28.3392333984375 41.0586547851562 "sxk1sf" 22 116 74 22
"2021-03-03 09:00:00" 28.0755615234375 41.2069702148438 "sx7fqv" 39 127 82 64
"2021-03-01 09:00:00" 29.0753173828125 41.0916137695312 "sxk9v8" 7 111 60 273
"2021-03-04 13:00:00" 28.9105224609375 41.0586547851562 "sxk99f" 2 65 16 223
"2021-03-02 07:00:00" 28.0975341796875 41.1904907226562 "sx7fr6" 40 137 85 90
"2021-03-04 21:00:00" 29.1302490234375 40.9158325195312 "sxk8yb" 7 101 47 42
"2021-03-01 04:00:00" 28.6907958984375 41.0202026367188 "sxk3kg" 16 87 47 15
"2021-03-04 23:00:00" 28.8555908203125 41.0586547851562 "sxk98d" 7 113 31 45
"2021-03-02 07:00:00" 28.8006591796875 40.9982299804688 "sxk3pr" 2 96 49 686
"2021-03-02 20:00:00" 29.2620849609375 41.0037231445312 "sxkc3b" 6 107 39 65
"2021-03-04 20:00:00" 28.6138916015625 41.2344360351562 "sxk6e4" 58 137 87 41
"2021-03-04 12:00:00" 28.1304931640625 41.0806274414062 "sxk18n" 53 124 88 52
"2021-03-02 18:00:00" 28.9544677734375 41.1355590820312 "sxkd4b" 43 85 60 13
"2021-03-02 12:00:00" 28.8775634765625 40.9872436523438 "sxk91j" 2 40 21 45
"2021-03-04 21:00:00" 28.6248779296875 41.2838745117188 "sxk6g7" 52 90 69 12
"2021-03-03 17:00:00" 28.8995361328125 41.0037231445312 "sxk938" 2 81 26 194
"2021-03-02 18:00:00" 28.9434814453125 41.0256958007812 "sxk96s" 2 49 16 52
"2021-03-02 12:00:00" 28.6468505859375 41.2454223632812 "sxk6eu" 59 169 91 103
"2021-03-01 02:00:00" 28.5150146484375 41.0916137695312 "sxk3bb" 37 113 79 23
"2021-03-03 12:00:00" 28.9324951171875 40.9927368164062 "sxk94q" 51 116 72 90
"2021-03-02 11:00:00" 28.2623291015625 41.1465454101562 "sxk454" 57 156 87 28
"2021-03-04 20:00:00" 29.3280029296875 40.9927368164062 "sxkc5q" 35 163 84 179
"2021-03-01 12:00:00" 28.6248779296875 41.0641479492188 "sxk3e7" 2 88 35 160
"2021-03-01 22:00:00" 28.8885498046875 41.0696411132812 "sxk99k" 1 79 27 49
"2021-03-04 11:00:00" 29.1522216796875 40.9213256835938 "sxk8z3" 3 94 31 184
"2021-03-03 06:00:00" 28.6907958984375 41.0202026367188 "sxk3kg" 4 95 44 140
"2021-03-02 11:00:00" 28.9215087890625 41.0421752929688 "sxk96p" 1 56 17 111
"2021-03-04 19:00:00" 28.7896728515625 40.9817504882812 "sxk3ph" 6 45 19 31
"2021-03-04 12:00:00" 28.2733154296875 41.0696411132812 "sxk1ek" 26 108 69 76
"2021-03-04 21:00:00" 29.0533447265625 41.0971069335938 "sxk9v1" 7 81 33 34
"2021-03-01 01:00:00" 29.0753173828125 41.0256958007812 "sxk9ms" 8 83 43 11
"2021-03-03 11:00:00" 28.8885498046875 40.9982299804688 "sxk91r" 1 76 34 130
"2021-03-01 15:00:00" 28.9324951171875 41.0641479492188 "sxk9d7" 6 46 20 46
"2021-03-01 09:00:00" 28.9215087890625 41.1355590820312 "sxkd40" 2 90 45 99
"2021-03-04 14:00:00" 29.2950439453125 40.9487915039062 "sxkbfw" 7 66 29 55
"2021-03-04 11:00:00" 28.6578369140625 41.0806274414062 "sxk3sn" 8 82 54 49
"2021-03-04 11:00:00" 29.1082763671875 40.9432983398438 "sxk8ym" 6 87 37 90
"2021-03-03 01:00:00" 28.6688232421875 41.0092163085938 "sxk3k3" 11 90 53 37
"2021-03-04 05:00:00" 28.0975341796875 41.1904907226562 "sx7fr6" 45 132 86 43
"2021-03-03 05:00:00" 29.1192626953125 41.0037231445312 "sxk9q8" 16 144 89 170
"2021-03-01 11:00:00" 28.4820556640625 41.1410522460938 "sxk601" 61 155 92 11
"2021-03-03 12:00:00" 28.8775634765625 40.9817504882812 "sxk91h" 6 52 18 44
"2021-03-04 23:00:00" 28.9324951171875 41.0311889648438 "sxk96m" 8 110 59 112
"2021-03-03 13:00:00" 28.5369873046875 41.0531616210938 "sxk393" 34 131 76 65
"2021-03-02 01:00:00" 29.3719482421875 40.8334350585938 "sxkbk3" 47 140 77 59
"2021-03-03 17:00:00" 29.2071533203125 40.8993530273438 "sxkb8t" 5 83 35 155
"2021-03-01 23:00:00" 29.3829345703125 40.9323120117188 "sxkbue" 42 90 72 43
"2021-03-01 05:00:00" 29.0093994140625 41.0916137695312 "sxk9u0" 8 105 56 86
"2021-03-04 07:00:00" 28.6798095703125 41.1904907226562 "sxk6kd" 16 76 52 44
"2021-03-04 15:00:00" 29.0313720703125 40.9817504882812 "sxk9hs" 6 39 17 29
"2021-03-04 21:00:00" 28.3831787109375 41.1685180664062 "sxk4jy" 59 90 77 27
"2021-03-03 19:00:00" 28.5040283203125 41.1190795898438 "sxk3bt" 61 132 91 34
"2021-03-01 20:00:00" 27.9766845703125 40.9872436523438 "sx7cht" 8 79 36 26
"2021-03-03 04:00:00" 29.0643310546875 41.2289428710938 "sxkdt3" 55 98 82 85
"2021-03-02 04:00:00" 29.2401123046875 41.0092163085938 "sxkc33" 18 71 42 16
"2021-03-02 07:00:00" 28.3831787109375 41.0531616210938 "sxk1tc" 4 101 62 97
"2021-03-03 05:00:00" 28.0316162109375 41.2728881835938 "sx7fvc" 30 122 67 17
"2021-03-02 20:00:00" 28.7457275390625 41.1904907226562 "sxk6q4" 8 67 30 25
"2021-03-04 10:00:00" 28.7786865234375 41.1630249023438 "sxk6nv" 10 124 50 73
"2021-03-01 04:00:00" 29.4158935546875 40.7730102539062 "sxhzvq" 47 74 59 17
"2021-03-03 17:00:00" 28.8775634765625 41.0366821289062 "sxk93n" 4 41 17 76
"2021-03-01 14:00:00" 29.3170166015625 40.8773803710938 "sxkbe1" 40 137 84 67
"2021-03-02 07:00:00" 29.0203857421875 41.0311889648438 "sxk9km" 9 65 38 20
"2021-03-04 19:00:00" 29.3829345703125 40.9323120117188 "sxkbue" 63 182 105 52
"2021-03-01 18:00:00" 29.3170166015625 40.9213256835938 "sxkbg1" 3 125 65 134
"2021-03-01 15:00:00" 28.7786865234375 41.1080932617188 "sxk3yg" 12 66 38 30
"2021-03-02 09:00:00" 28.4820556640625 41.0147094726562 "sxk324" 18 97 72 25
"2021-03-04 07:00:00" 27.9986572265625 41.0202026367188 "sx7cm5" 33 113 72 16
"2021-03-02 20:00:00" 28.0426025390625 41.2399291992188 "sx7fw5" 61 136 88 31
"2021-03-04 00:00:00" 27.9876708984375 41.3113403320312 "sx7ghb" 10 96 50 48
"2021-03-02 00:00:00" 28.4381103515625 41.0531616210938 "sxk1x1" 45 139 85 44
"2021-03-03 05:00:00" 28.8006591796875 41.0531616210938 "sxk3x3" 2 46 20 34
"2021-03-01 19:00:00" 28.9544677734375 41.0586547851562 "sxk9df" 1 86 22 307
"2021-03-01 08:00:00" 28.0535888671875 41.0806274414062 "sx7cwq" 18 112 81 27
"2021-03-01 20:00:00" 29.0203857421875 40.9927368164062 "sxk9hq" 5 52 25 18
"2021-03-04 19:00:00" 28.5150146484375 41.0092163085938 "sxk32c" 21 112 73 116
"2021-03-02 12:00:00" 29.2291259765625 40.9817504882812 "sxkc1h" 14 65 40 73
"2021-03-01 19:00:00" 29.3170166015625 40.9707641601562 "sxkc54" 72 135 86 28
"2021-03-03 12:00:00" 29.1851806640625 40.9158325195312 "sxkbb0" 1 128 65 233
"2021-03-03 18:00:00" 29.3060302734375 40.9432983398438 "sxkbfv" 2 75 32 99
"2021-03-01 16:00:00" 28.6138916015625 41.1520385742188 "sxk655" 6 55 24 33
"2021-03-04 19:00:00" 29.1632080078125 40.9158325195312 "sxk8z8" 3 67 20 76
"2021-03-02 16:00:00" 29.1412353515625 41.1190795898438 "sxk9zj" 10 57 43 20
"2021-03-04 20:00:00" 29.3499755859375 40.9268188476562 "sxkbgf" 37 153 85 285
"2021-03-01 00:00:00" 28.3612060546875 41.0971069335938 "sxk1v3" 73 158 89 15
"2021-03-04 21:00:00" 28.9654541015625 41.1135864257812 "sxk9gh" 13 65 41 24
"2021-03-04 11:00:00" 29.0313720703125 41.0861206054688 "sxk9sx" 6 48 23 61
"2021-03-03 07:00:00" 28.9324951171875 41.0696411132812 "sxk9dk" 6 73 30 110
"2021-03-02 19:00:00" 28.6358642578125 41.1904907226562 "sxk67d" 6 82 44 30
"2021-03-02 11:00:00" 29.0533447265625 40.9762573242188 "sxk9j5" 1 46 13 87
"2021-03-04 17:00:00" 28.9434814453125 41.1135864257812 "sxk9fs" 30 97 66 109
"2021-03-01 09:00:00" 28.1414794921875 41.0916137695312 "sxk1b2" 69 119 92 22
"2021-03-04 23:00:00" 29.0203857421875 41.0147094726562 "sxk9k6" 6 84 34 28
"2021-03-02 09:00:00" 28.8446044921875 41.1080932617188 "sxk9b7" 26 78 47 51
"2021-03-02 13:00:00" 29.3280029296875 40.9707641601562 "sxkc56" 53 130 85 84
"2021-03-01 22:00:00" 29.3609619140625 40.9378051757812 "sxkbuh" 28 106 60 50
"2021-03-01 15:00:00" 28.5589599609375 41.0202026367188 "sxk33g" 2 94 34 146
"2021-03-01 22:00:00" 29.3499755859375 40.9268188476562 "sxkbgf" 11 146 81 290
"2021-03-04 08:00:00" 28.7017822265625 41.0641479492188 "sxk3t5" 5 70 31 56
"2021-03-01 23:00:00" 29.2620849609375 40.9707641601562 "sxkc1f" 7 150 73 173
"2021-03-01 14:00:00" 28.9984130859375 41.0531616210938 "sxk9ec" 2 52 19 67
"2021-03-01 21:00:00" 28.8226318359375 41.2014770507812 "sxk6ru" 28 134 68 117
"2021-03-02 05:00:00" 29.2181396484375 40.9597778320312 "sxkc0b" 6 130 52 96
"2021-03-02 05:00:00" 28.9874267578125 41.0366821289062 "sxk97w" 6 66 31 19
"2021-03-03 05:00:00" 29.1192626953125 41.0037231445312 "sxk9q8" 16 144 89 170
"2021-03-04 07:00:00" 28.5040283203125 41.1135864257812 "sxk3bs" 35 133 85 56
"2021-03-02 17:00:00" 27.9986572265625 41.3058471679688 "sx7fvp" 41 109 71 43
"2021-03-01 04:00:00" 29.0972900390625 41.0037231445312 "sxk9q0" 10 125 54 23
"2021-03-01 15:00:00" 28.8446044921875 41.0311889648438 "sxk92m" 3 62 20 153
"2021-03-02 08:00:00" 29.0753173828125 40.9652709960938 "sxk9j9" 2 53 25 60
"2021-03-02 14:00:00" 29.2840576171875 40.9652709960938 "sxkc43" 6 70 29 45
"2021-03-02 13:00:00" 29.0533447265625 41.1685180664062 "sxkdjn" 6 42 14 94
"2021-03-01 20:00:00" 28.8006591796875 40.9707641601562 "sxk3p6" 4 96 41 100
"2021-03-02 20:00:00" 28.7347412109375 40.9762573242188 "sxk3jg" 3 99 33 357
"2021-03-02 21:00:00" 28.7896728515625 41.2399291992188 "sxk6x5" 60 139 83 124
"2021-03-02 09:00:00" 29.2510986328125 40.8663940429688 "sxkb3x" 7 84 51 57
"2021-03-02 22:00:00" 28.7677001953125 41.2399291992188 "sxk6we" 51 118 82 28
"2021-03-04 11:00:00" 28.8665771484375 41.0641479492188 "sxk98g" 5 90 40 185
"2021-03-04 18:00:00" 29.1192626953125 41.0202026367188 "sxk9qe" 1 80 25 525
"2021-03-01 19:00:00" 28.3721923828125 41.0641479492188 "sxk1te" 15 86 49 17
"2021-03-04 03:00:00" 29.1632080078125 41.0311889648438 "sxk9rt" 8 90 53 17
"2021-03-01 22:00:00" 29.0313720703125 41.2234497070312 "sxkds8" 17 127 80 120
"2021-03-03 09:00:00" 28.8885498046875 41.0421752929688 "sxk93r" 2 108 40 368
"2021-03-04 20:00:00" 29.0863037109375 41.2179565429688 "sxkdmz" 58 163 86 165
"2021-03-04 13:00:00" 29.0313720703125 41.0311889648438 "sxk9kt" 2 39 21 17
"2021-03-04 02:00:00" 29.2950439453125 40.9542846679688 "sxkbfx" 26 135 84 88
"2021-03-02 21:00:00" 28.7786865234375 41.0586547851562 "sxk3wf" 7 71 35 29
"2021-03-03 08:00:00" 28.4930419921875 41.1685180664062 "sxk60q" 49 127 89 19
"2021-03-02 11:00:00" 29.4268798828125 41.1080932617188 "sxkcve" 31 100 70 19
"2021-03-03 14:00:00" 28.9984130859375 41.2234497070312 "sxkdeb" 48 160 88 139
"2021-03-04 23:00:00" 28.8226318359375 41.0256958007812 "sxk3ru" 7 65 32 14
"2021-03-02 06:00:00" 28.5589599609375 41.0311889648438 "sxk33v" 11 111 61 40
"2021-03-01 09:00:00" 29.0533447265625 41.1685180664062 "sxkdjn" 5 49 18 82
"2021-03-02 20:00:00" 28.8885498046875 41.0311889648438 "sxk93m" 2 68 22 50
"2021-03-02 09:00:00" 28.9984130859375 41.1575317382812 "sxkd5u" 39 76 54 22
"2021-03-01 05:00:00" 29.2071533203125 41.0202026367188 "sxkc2e" 47 110 68 70
"2021-03-02 19:00:00" 29.2730712890625 40.9652709960938 "sxkc41" 1 123 62 381
"2021-03-02 20:00:00" 28.8665771484375 41.0256958007812 "sxk92u" 2 47 17 94
"2021-03-02 09:00:00" 29.2950439453125 40.9487915039062 "sxkbfw" 6 60 28 58
"2021-03-04 13:00:00" 29.0313720703125 41.1080932617188 "sxk9ue" 2 79 37 142
"2021-03-03 11:00:00" 29.0972900390625 41.2069702148438 "sxkdqj" 68 168 91 106
"2021-03-04 18:00:00" 29.1082763671875 41.0586547851562 "sxk9w6" 10 76 39 48
"2021-03-02 09:00:00" 29.1192626953125 40.9487915039062 "sxk8yw" 3 69 28 384
"2021-03-02 07:00:00" 29.2291259765625 41.1849975585938 "sxkf31" 65 177 95 82
"2021-03-04 17:00:00" 29.0972900390625 40.9487915039062 "sxk8yn" 2 70 16 66
"2021-03-01 16:00:00" 28.7127685546875 41.1849975585938 "sxk6m3" 6 83 39 112
"2021-03-03 17:00:00" 28.2513427734375 41.0916137695312 "sxk1fb" 15 97 55 21
"2021-03-02 11:00:00" 29.3499755859375 40.9213256835938 "sxkbgc" 61 149 85 274
"2021-03-02 21:00:00" 28.9324951171875 41.0202026367188 "sxk967" 7 89 39 98
"2021-03-01 05:00:00" 28.8336181640625 41.0037231445312 "sxk920" 2 48 23 64
"2021-03-04 08:00:00" 29.2071533203125 40.9762573242188 "sxkc0e" 1 115 30 243
"2021-03-02 10:00:00" 28.2623291015625 41.1135864257812 "sxk1gh" 43 143 84 119
"2021-03-04 02:00:00" 29.2620849609375 40.8773803710938 "sxkb9c" 19 164 69 70
"2021-03-03 10:00:00" 29.2071533203125 40.9432983398438 "sxkbbt" 23 110 75 68
"2021-03-02 15:00:00" 29.0423583984375 41.0971069335938 "sxk9uc" 7 84 42 27
"2021-03-03 08:00:00" 29.0753173828125 40.9982299804688 "sxk9jx" 2 71 23 137
"2021-03-02 08:00:00" 28.6578369140625 41.0751342773438 "sxk3sj" 2 91 41 100
"2021-03-02 08:00:00" 29.1851806640625 40.9158325195312 "sxkbb0" 6 109 51 309
"2021-03-01 17:00:00" 29.1851806640625 40.9048461914062 "sxkb8n" 3 51 21 109
"2021-03-04 20:00:00" 29.2840576171875 40.9597778320312 "sxkc42" 19 145 93 264
"2021-03-04 14:00:00" 29.4049072265625 40.8554077148438 "sxkbmj" 33 138 87 181
"2021-03-01 19:00:00" 29.4268798828125 40.7839965820312 "sxkbj8" 3 98 55 59
"2021-03-02 14:00:00" 29.0203857421875 41.1520385742188 "sxkdh7" 27 63 48 28
"2021-03-02 08:00:00" 28.6029052734375 41.2234497070312 "sxk6db" 12 160 69 77
"2021-03-01 18:00:00" 28.7896728515625 41.0037231445312 "sxk3r0" 1 32 15 63
"2021-03-04 20:00:00" 28.2843017578125 41.1465454101562 "sxk45d" 60 153 90 16
"2021-03-02 06:00:00" 28.0535888671875 41.0806274414062 "sx7cwq" 10 108 73 31
"2021-03-01 11:00:00" 28.8116455078125 41.0696411132812 "sxk3xs" 1 126 42 492
"2021-03-01 17:00:00" 29.0423583984375 41.0037231445312 "sxk9kb" 6 107 51 242
"2021-03-03 19:00:00" 28.4051513671875 41.0586547851562 "sxk1w6" 54 124 90 31
"2021-03-02 15:00:00" 29.1302490234375 40.9268188476562 "sxk8yf" 2 51 17 72
"2021-03-04 05:00:00" 29.2730712890625 41.0202026367188 "sxkc65" 39 154 85 114
"2021-03-04 08:00:00" 28.4490966796875 41.2014770507812 "sxk4rk" 12 49 25 11
"2021-03-02 18:00:00" 28.5369873046875 41.1080932617188 "sxk3c7" 61 130 87 127
"2021-03-04 11:00:00" 28.8006591796875 41.0202026367188 "sxk3r7" 6 54 20 62
"2021-03-04 22:00:00" 28.4930419921875 41.0641479492188 "sxk387" 63 148 93 39
"2021-03-01 13:00:00" 28.8555908203125 41.2014770507812 "sxkd2s" 7 146 89 56
"2021-03-03 16:00:00" 28.2293701171875 41.1245727539062 "sxk1fq" 46 152 91 76
"2021-03-04 19:00:00" 29.2071533203125 41.0202026367188 "sxkc2e" 9 93 53 196
"2021-03-02 07:00:00" 28.8555908203125 41.1080932617188 "sxk9be" 2 77 33 124
"2021-03-01 22:00:00" 28.6358642578125 41.2454223632812 "sxk6es" 43 104 83 48
"2021-03-04 06:00:00" 28.9874267578125 41.2234497070312 "sxkde8" 25 147 80 134
"2021-03-04 22:00:00" 28.3502197265625 41.1575317382812 "sxk4jh" 62 112 84 60
"2021-03-03 01:00:00" 28.8116455078125 41.1135864257812 "sxk3zs" 46 112 81 108
"2021-03-02 05:00:00" 28.8555908203125 41.0971069335938 "sxk9b9" 17 105 66 47
"2021-03-03 20:00:00" 28.8885498046875 41.0202026367188 "sxk937" 6 72 38 106
"2021-03-03 00:00:00" 28.5589599609375 41.0202026367188 "sxk33g" 13 106 52 60
"2021-03-04 21:00:00" 29.1302490234375 40.9652709960938 "sxk9nc" 21 54 38 15
"2021-03-02 10:00:00" 29.1961669921875 41.1849975585938 "sxkf23" 56 88 68 11
"2021-03-04 10:00:00" 29.1192626953125 40.9268188476562 "sxk8yd" 12 86 50 41
"2021-03-02 00:00:00" 28.6248779296875 41.1355590820312 "sxk652" 17 105 59 36
"2021-03-03 06:00:00" 27.9876708984375 41.0202026367188 "sx7ckg" 56 93 75 13
"2021-03-03 15:00:00" 29.0203857421875 41.2234497070312 "sxkds2" 44 158 86 110
"2021-03-02 22:00:00" 29.3170166015625 40.9103393554688 "sxkbep" 17 70 42 40
"2021-03-01 08:00:00" 29.1961669921875 40.9158325195312 "sxkbb2" 6 55 23 85
"2021-03-03 11:00:00" 27.9656982421875 40.9872436523438 "sx7chm" 25 135 73 45
"2021-03-04 15:00:00" 28.7567138671875 41.0421752929688 "sxk3qr" 8 87 41 69
"2021-03-03 10:00:00" 28.7677001953125 41.0751342773438 "sxk3wt" 34 99 67 26
"2021-03-03 18:00:00" 29.1192626953125 41.2014770507812 "sxkdqs" 57 162 94 117
"2021-03-02 11:00:00" 28.2623291015625 41.1410522460938 "sxk451" 64 143 95 32
"2021-03-01 06:00:00" 29.2181396484375 40.9707641601562 "sxkc0f" 11 117 59 298
"2021-03-04 16:00:00" 29.2620849609375 41.0311889648438 "sxkc3v" 7 119 68 90
"2021-03-04 15:00:00" 29.3719482421875 40.8334350585938 "sxkbk3" 14 146 88 119
"2021-03-04 03:00:00" 28.8665771484375 41.1849975585938 "sxkd2c" 58 114 80 22
"2021-03-01 07:00:00" 28.7786865234375 41.2124633789062 "sxk6qy" 8 92 48 16
"2021-03-03 17:00:00" 29.3060302734375 40.9432983398438 "sxkbfv" 3 68 29 91
"2021-03-03 15:00:00" 28.8116455078125 41.0971069335938 "sxk3z9" 27 141 83 132
"2021-03-03 09:00:00" 28.8116455078125 41.0256958007812 "sxk3rs" 1 107 26 727
"2021-03-04 16:00:00" 29.0863037109375 41.0641479492188 "sxk9tg" 1 63 31 36
"2021-03-04 22:00:00" 28.9105224609375 41.0531616210938 "sxk99c" 1 66 30 43
"2021-03-02 14:00:00" 29.2620849609375 41.0037231445312 "sxkc3b" 6 86 40 51
"2021-03-01 00:00:00" 28.7567138671875 41.0641479492188 "sxk3w7" 6 137 70 83
"2021-03-03 14:00:00" 29.0643310546875 40.9707641601562 "sxk9j6" 2 35 12 76
"2021-03-02 19:00:00" 28.2293701171875 41.1355590820312 "sxk442" 60 111 78 16
"2021-03-03 09:00:00" 28.2513427734375 41.1135864257812 "sxk1fu" 64 145 93 12
"2021-03-02 14:00:00" 28.0865478515625 41.1904907226562 "sx7fr4" 48 118 79 72
"2021-03-02 02:00:00" 29.2840576171875 41.1135864257812 "sxkcfk" 37 106 78 14
"2021-03-03 17:00:00" 29.3060302734375 40.8773803710938 "sxkbdc" 37 136 82 218
"2021-03-03 21:00:00" 29.3499755859375 40.8279418945312 "sxkb7b" 17 135 79 104
"2021-03-03 20:00:00" 29.2510986328125 41.0037231445312 "sxkc38" 8 70 41 47
"2021-03-02 05:00:00" 28.4490966796875 41.1740112304688 "sxk4pr" 29 112 79 29
"2021-03-02 17:00:00" 29.2291259765625 40.9817504882812 "sxkc1h" 6 77 39 83
"2021-03-01 13:00:00" 28.7786865234375 40.9872436523438 "sxk3nv" 2 105 51 270
"2021-03-01 23:00:00" 29.3389892578125 40.9597778320312 "sxkc58" 51 115 74 26
"2021-03-03 16:00:00" 28.6907958984375 41.0751342773438 "sxk3sv" 2 57 22 49
"2021-03-01 12:00:00" 29.4708251953125 41.1410522460938 "sxkfn9" 44 101 78 19
"2021-03-02 19:00:00" 28.8665771484375 41.0751342773438 "sxk98v" 24 111 72 246
"2021-03-04 05:00:00" 28.7237548828125 40.9927368164062 "sxk3jw" 6 74 47 42
"2021-03-01 22:00:00" 28.8336181640625 41.0476684570312 "sxk980" 5 81 29 84
"2021-03-01 23:00:00" 29.1741943359375 41.0202026367188 "sxk9rg" 11 101 45 59
"2021-03-02 06:00:00" 29.1412353515625 41.0256958007812 "sxk9rh" 10 43 26 22
"2021-03-03 22:00:00" 28.3282470703125 41.1026000976562 "sxk1ud" 58 135 87 75
"2021-03-02 06:00:00" 28.0975341796875 41.0751342773438 "sx7cxm" 48 110 72 12
"2021-03-02 08:00:00" 29.1851806640625 40.9048461914062 "sxkb8n" 6 50 21 93
"2021-03-03 22:00:00" 29.0093994140625 41.1080932617188 "sxk9u5" 6 99 60 58
"2021-03-03 08:00:00" 29.1851806640625 40.8938598632812 "sxkb8h" 6 53 24 62
"2021-03-04 11:00:00" 29.0093994140625 41.0916137695312 "sxk9u0" 1 87 24 321
"2021-03-04 16:00:00" 28.8116455078125 40.9982299804688 "sxk3px" 1 105 26 333
"2021-03-03 17:00:00" 28.6138916015625 41.2344360351562 "sxk6e4" 56 141 91 39
"2021-03-01 07:00:00" 28.8665771484375 41.0092163085938 "sxk92c" 5 71 25 101
"2021-03-04 20:00:00" 29.0643310546875 41.2289428710938 "sxkdt3" 63 148 87 196
"2021-03-02 12:00:00" 29.2291259765625 40.8883666992188 "sxkb95" 29 82 63 24
"2021-03-03 09:00:00" 28.9654541015625 41.0861206054688 "sxk9ep" 2 126 47 285
"2021-03-03 17:00:00" 28.9434814453125 41.0366821289062 "sxk96w" 2 93 26 139
"2021-03-03 04:00:00" 29.3170166015625 40.9982299804688 "sxkc5p" 12 137 84 71
"2021-03-04 09:00:00" 29.0753173828125 41.0037231445312 "sxk9m8" 2 115 29 180
"2021-03-04 09:00:00" 28.6248779296875 41.1135864257812 "sxk3gk" 2 61 26 55
"2021-03-01 07:00:00" 29.3939208984375 40.8718872070312 "sxkbsb" 16 138 79 540
